Tiêu đề,Diện tích(m2),Số phòng ngủ,Số phòng WC,Thời gian đăng,Tỉnh/Thành,Quận/Huyện,Hướng nhà,Hướng ban công,Loại nhà,Giá,Link
"Tôi kẹt tiền cần bán gấp nhà lầu 530 triệu, mong gặp khách thiện chí",80.0,2.0,2.0,08/01/2023,TP Hồ Chí Minh,Hóc Môn,,,Bán Nhà riêng,0.53,https://batdongsan.vn/toi-ket-tien-can-ban-gap-nha-lau-530-trieu-mong-gap-khach-thien-chi-r274214
"Bán nhà mặt phố liền kề ngay ngã tư miếu ông Cù, giá 2 tỷ 4 triệu, SHR, CK cao  cho KH",62.0,2.0,3.0,08/01/2023,Bình Dương,Tân Uyên,,,Bán Nhà mặt phố,2.4,https://batdongsan.vn/ban-nha-mat-pho-lien-ke-ngay-nga-tu-mieu-ong-cu-gia-2-ty-4-trieu-shr-ck-cao-cho-kh-r274207
"Bán nhà 1 Trệt 1 Lầu 64m2 thổ cư đường ô tô (P.Hóa An) chỉ 2,7 tỉ",64.0,3.0,2.0,08/01/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,2.7,https://batdongsan.vn/ban-nha-1-tret-1-lau-64m2-tho-cu-duong-o-to-phoa-an-chi-27-ti-r274205
"Bán nhà mặt ngõ 73 đường Nguyễn Trãi, ô tô tránh hàng xóm FAFILM giá 10.5 tỷ",46.0,,,08/01/2023,Hà Nội,Thanh Xuân,,,Bán Nhà riêng,10.5,https://batdongsan.vn/ban-nha-mat-ngo-73-duong-nguyen-trai-o-to-tranh-hang-xom-fafilm-gia-105-ty-r274204
BÁN BIỆT THỰ - TRỊNH HOÀI ĐỨC - P11 - ĐÀ LẠT - VIEW ĐẸP,201.0,9.0,9.0,08/01/2023,Lâm Đồng,Đà Lạt,Đông-Nam,Đông-Nam,Bán Nhà riêng,13.5,https://batdongsan.vn/ban-biet-thu-trinh-hoai-duc-p11-da-lat-view-dep-r274199
sup hầm nhỉnh 2 tỷ nhà 70m2 cấp 4 Bình An7 Hải Châu,70.0,1.0,1.0,08/01/2023,Đà Nẵng,Hải Châu,,,Bán Nhà riêng,2.2,https://batdongsan.vn/sup-ham-nhinh-2-ty-nha-70m2-cap-4-binh-an7-hai-chau-r274198
"Bán nhà 1trệt 3lầu, Ngay Vincom Thủ Đức, P. Linh Chiểu, dt 115,7 m² Giá 12,5 Tỷ",115.7,4.0,3.0,08/01/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà,12.8,https://batdongsan.vn/ban-nha-1tret-3lau-ngay-vincom-thu-duc-p-linh-chieu-dt-1157-m-gia-125-ty-r274197
"50 triệu/m2 Nguyễn Văn Quá, hẻm thông, không lộ giới, xây tự do, 2.8 tỷ",48.0,2.0,2.0,08/01/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,2.8,https://batdongsan.vn/50-trieum2-nguyen-van-qua-hem-thong-khong-lo-gioi-xay-tu-do-28-ty-r274193
"Bán nhanh 55m2 Phố Đoàn Thị Điểm, Đống Đa Mt: 5m - Nhà mới đẹp, Gara ô tô Chỉ 6,x Tỷ",55.0,4.0,4.0,08/01/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,6.4,https://batdongsan.vn/ban-nhanh-55m2-pho-doan-thi-diem-dong-da-mt-5m-nha-moi-dep-gara-o-to-chi-6x-ty-r274192
"NHÀ 3 MẶT HẺM CỰC THOÁNG - HƠN 85M2 - KHÔNG LỘ GIỚI - 3PN, 4 PHÒNG TRỌ - CHỈ 4.2 TỶ",85.0,7.0,7.0,08/01/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,4.2,https://batdongsan.vn/nha-3-mat-hem-cuc-thoang-hon-85m2-khong-lo-gioi-3pn-4-phong-tro-chi-42-ty-r274191
NHÀ 2 MẶT TIỀN 5 TẦNG PHÚ MỸ HƯNG,340.0,4.0,4.0,08/01/2023,TP Hồ Chí Minh,Quận 7,,,Bán Nhà riêng,45.0,https://batdongsan.vn/nha-2-mat-tien-5-tang-phu-my-hung-r274190
"Bán nhà nguyên căn hẻm ngân hàng Eximbank Xô Viết Nghệ Tĩnh, Q.BT",60.0,1.0,2.0,31/07/2023,TP Hồ Chí Minh,Bình Thạnh,Đông-Bắc,Đông-Bắc,Bán Nhà riêng,4.95,https://batdongsan.vn/ban-nha-nguyen-can-hem-ngan-hang-eximbank-xo-viet-nghe-tinh-qbt-r274188
"Bán nhà sổ hồng chính chủ, nở hậu, ở Gò Vấp 4.5 x 37 (m)",,,,31/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,,https://batdongsan.vn/ban-nha-so-hong-chinh-chu-no-hau-o-go-vap-45-x-37-m-r274187
MTKD TÂN HOÁ - VỈA HÈ 4M - CHỈ 6 TỶ,50.0,2.0,,31/07/2023,TP Hồ Chí Minh,Quận 6,,,Bán Nhà mặt phố,6.0,https://batdongsan.vn/mtkd-tan-hoa-via-he-4m-chi-6-ty-r274182
"GIÁ TỐT TÂN BÌNH - 3,45 TỶ - LẠC LONG QUÂN - NGANG 4M",32.0,2.0,,31/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,3.45,https://batdongsan.vn/gia-tot-tan-binh-345-ty-lac-long-quan-ngang-4m-r274180
"Siêu phẩm nhà mặt hồ Tây, 60m x 4 tầng, mặt tiền 6m, tặng nội thất 2 tỷ",60.0,4.0,4.0,31/07/2023,Hà Nội,Tây Hồ,,,Bán Nhà mặt phố,15.0,https://batdongsan.vn/sieu-pham-nha-mat-ho-tay-60m-x-4-tang-mat-tien-6m-tang-noi-that-2-ty-r274179
"Ngang Khủng 9m, 136m2 Bùi Đình Tuý Bình Thạnh, HXH chỉ 10tỷ 7",,,,08/01/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,10.7,https://batdongsan.vn/ngang-khung-9m-136m2-bui-dinh-tuy-binh-thanh-hxh-chi-10ty-7-r274178
Bán nhà TT Trần Phú Văn Quán Hà Đông 45m 3 tầng mặt tiền siêu rộng giá 4.35 tỷ,45.0,4.0,3.0,08/01/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,4.35,https://batdongsan.vn/ban-nha-tt-tran-phu-van-quan-ha-dong-45m-3-tang-mat-tien-sieu-rong-gia-435-ty-r274177
"Bán gấp nhà Phó Đức Chính,Sơn Trà,75m2, 3tầng,OTO vào tận cửa. Giá chỉ 4,3tỷ",75.0,3.0,3.0,08/01/2023,Đà Nẵng,Sơn Trà,,,Bán Nhà riêng,4.3,https://batdongsan.vn/ban-gap-nha-pho-duc-chinhson-tra75m2-3tangoto-vao-tan-cua-gia-chi-43ty-r274176
Siêu Siêu Rẻ Ngọc Thụy- Long Biên 100m mt 5m 4 tầng giá hơn 7 tỷ ô tô 7 chỗ vào nhà.,100.0,,,31/07/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,7.0,https://batdongsan.vn/sieu-sieu-re-ngoc-thuy-long-bien-100m-mt-5m-4-tang-gia-hon-7-ty-o-to-7-cho-vao-nha-r274170
"Bán nhà phố Thái Hà, Đống Đa 95m, 8 tầng, mt 7m. Giá: 34.5 tỷ",95.0,7.0,,31/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,34.5,https://batdongsan.vn/ban-nha-pho-thai-ha-dong-da-95m-8-tang-mt-7m-gia-345-ty-r274164
"bán nhà cấp 4, hẻm oto đường Số 28, P. Linh Đông, Diện tích 135 m², Giá 6 Tỷ",135.0,,,31/07/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà,6.0,https://batdongsan.vn/ban-nha-cap-4-hem-oto-duong-so-28-p-linh-dong-dien-tich-135-m-gia-6-ty-r274163
TIỆN ÍCH QUÁ - GẦN ĐƯỜNG QUANG TRUNG GA TẦU TRÊN CAO - Ô TÔ GẦN  40M 4 TẦNG GIA 4.45 TỶ,40.0,3.0,3.0,31/07/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,4.45,https://batdongsan.vn/tien-ich-qua-gan-duong-quang-trung-ga-tau-tren-cao-o-to-gan-40m-4-tang-gia-445-ty-r274162
"Cần bán nhà trung tâm quận Đống Đa, phố Trung Liệt 41m2 5 tầng 9.8 tỷ",41.0,,,31/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,9.8,https://batdongsan.vn/can-ban-nha-trung-tam-quan-dong-da-pho-trung-liet-41m2-5-tang-98-ty-r274161
Trung tâm Trâu Quỳ bán nhà 6 tầng mặt phố Thành Trung 61m2 thang máy.0982852808,61.0,8.0,8.0,31/07/2023,Hà Nội,Gia Lâm,Đông-Bắc,,Bán Nhà mặt phố,15500.0,https://batdongsan.vn/trung-tam-trau-quy-ban-nha-6-tang-mat-pho-thanh-trung-61m2-thang-may0982852808-r274159
"Nhà đẹp Xuân La, Tây Hồ kinh doanh ngõ thông 0569766799",40.0,4.0,4.0,31/07/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,5.3,https://batdongsan.vn/nha-dep-xuan-la-tay-ho-kinh-doanh-ngo-thong-0569766799-r274157
"Nhà đẹp Xuân La, Tây Hồ kinh doanh ngõ thông 0569766799",40.0,4.0,4.0,31/07/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,5.3,https://batdongsan.vn/nha-dep-xuan-la-tay-ho-kinh-doanh-ngo-thong-0569766799-r274156
"Bán nhà phố Trung Phụng, Đống Đa 56m, 5 tầng, mt 4.5m. Giá: 10.8 tỷ",56.0,5.0,,31/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,10.8,https://batdongsan.vn/ban-nha-pho-trung-phung-dong-da-56m-5-tang-mt-45m-gia-108-ty-r274155
"Bán nhà mặt ngõ 82 Yên Lãng, Đống Đa 25m2x5 tầng - Gara Ô tô, Kdoanh chỉ 3,9 Tỷ.",25.0,3.0,2.0,31/07/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,39.0,https://batdongsan.vn/ban-nha-mat-ngo-82-yen-lang-dong-da-25m2x5-tang-gara-o-to-kdoanh-chi-39-ty-r274154
"Lạc Long Quân, Tây Hồ chỉ 4,8 tỷ ô tô đỗ cửa, kinh doanh gần phố 0569766799",37.0,3.0,3.0,31/07/2023,Hà Nội,Tây Hồ,,,Bán Nhà riêng,4.7,https://batdongsan.vn/lac-long-quan-tay-ho-chi-48-ty-o-to-do-cua-kinh-doanh-gan-pho-0569766799-r274153
"BÁN GẤP HXH HÀN HẢI NGUYÊN, P2, Q11, 39M2 CHỈ 4.7 TỶ, 0354095924.",39.0,,,31/07/2023,TP Hồ Chí Minh,Quận 11,,,Bán Nhà riêng,4.7,https://batdongsan.vn/ban-gap-hxh-han-hai-nguyen-p2-q11-39m2-chi-47-ty-0354095924-r274152
"64m2 / 3Tầng ( 4x16m), 4 tỷ Thương Lượng, Phạm Văn Chiêu",64.0,3.0,3.0,31/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,4000.0,https://batdongsan.vn/64m2-3tang-4x16m-4-ty-thuong-luong-pham-van-chieu-r274151
Bán nhà mới 2 lầu hẻm 3m gần KDC Cao Lỗ Phường 4 Quận 8 - LH: 0933862860 Sương,33.0,,,31/07/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,4.9,https://batdongsan.vn/ban-nha-moi-2-lau-hem-3m-gan-kdc-cao-lo-phuong-4-quan-8-lh-0933862860-suong-r274150
Bán nhà đường Lê Đức Thọ gần trường TH Phan Chu Trinh Phường 16 Gò Vấp diện tích 45m2 / 2 tỷ 499tr,45.0,,,31/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,2.5,https://batdongsan.vn/ban-nha-duong-le-duc-tho-gan-truong-th-phan-chu-trinh-phuong-16-go-vap-dien-tich-45m2-2-ty-499tr-r274149
Bán nhà 2 lầu 4m gần mặt tiền đường Hưng Phú Phường 9 Quận 8,45.0,,,31/07/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,5.28,https://batdongsan.vn/ban-nha-2-lau-4m-gan-mat-tien-duong-hung-phu-phuong-9-quan-8-r274145
BÁN NHÀ CHÙA LÁNG  ĐỐNG ĐA HÀ NỘI GIÁ NHỈNH NHIỀU TIỆN ÍCH CÓ THƯƠNG LƯỢNG,33.0,9.0,9.0,31/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,5.0,https://batdongsan.vn/ban-nha-chua-lang-dong-da-ha-noi-gia-nhinh-nhieu-tien-ich-co-thuong-luong-r274144
Nhà Đẹp Như Hoa Hậu - Full Nội Thất - Hẻm Xe Hơi - P.14 Gò Vấp Giá Chỉ 4.5 Tỷ,60.0,4.0,3.0,31/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,4.5,https://batdongsan.vn/nha-dep-nhu-hoa-hau-full-noi-that-hem-xe-hoi-p14-go-vap-gia-chi-45-ty-r274143
Nhà Đẹp Như Hoa Hậu - Full Nội Thất - Hẻm Xe Hơi - P.14 Gò Vấp Giá Chỉ 4.5 Tỷ,60.0,4.0,3.0,31/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà riêng,4.5,https://batdongsan.vn/nha-dep-nhu-hoa-hau-full-noi-that-hem-xe-hoi-p14-go-vap-gia-chi-45-ty-r274142
Bán nhà hẻm xe hơi 8m gần mặt tiền Âu Dương Lân P.3 Quận 8,57.0,,,31/07/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà riêng,7.5,https://batdongsan.vn/ban-nha-hem-xe-hoi-8m-gan-mat-tien-au-duong-lan-p3-quan-8-r274140
"BÁN NHÀ BỒ ĐỀ, LONG BIÊN, 60M X 4 TẦNG, MT 4M, GARA Ô TÔ, 8 TỶ 4",60.0,4.0,3.0,31/07/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,8.4,https://batdongsan.vn/ban-nha-bo-de-long-bien-60m-x-4-tang-mt-4m-gara-o-to-8-ty-4-r274139
"4,7 tỷ sở hữu ngay căn shohouse tiềm năng sinh lời",75.0,,,31/07/2023,Bắc Ninh,Từ Sơn,,,Bán Nhà cổ,4700.0,https://batdongsan.vn/47-ty-so-huu-ngay-can-shohouse-tiem-nang-sinh-loi-r274137
"Nhĩnh 5 tỷ, 66m2 = 4x16.5m (3 Tầng BTCT) đường Quang Trung",66.0,3.0,3.0,31/07/2023,TP Hồ Chí Minh,Gò Vấp,,,Bán Nhà mặt phố,5200.0,https://batdongsan.vn/nhinh-5-ty-66m2-4x165m-3-tang-btct-duong-quang-trung-r274136
"Nhà 4 tầng, hẻm 8m tiện kinh doanh, Lê Trọng Tấn ND, 4.6 tỷ",60.0,4.0,4.0,31/07/2023,TP Hồ Chí Minh,Tân Phú,,,Bán Nhà riêng,4.6,https://batdongsan.vn/nha-4-tang-hem-8m-tien-kinh-doanh-le-trong-tan-nd-46-ty-r274133
"Gia đình cần bán nhà đẹp phố Thái Hà sổ đỏ 46m2x7 tầng thang máy, KD tốt, oto đỗ nhà giá chỉ hơn 12 tỷ",46.0,,,31/07/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,12.0,https://batdongsan.vn/gia-dinh-can-ban-nha-dep-pho-thai-ha-so-do-46m2x7-tang-thang-may-kd-tot-oto-do-nha-gia-chi-hon-12-ty-r274128
"Hẽm Xe Hơi Đỗ Cửa Huỳnh Văn Bánh, Phường 12, Phú Nhuận, 44m2, 5 Tầng BTCT,  Nhỉnh 6 tỷ",44.0,4.0,3.0,31/07/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà riêng,6.5,https://batdongsan.vn/hem-xe-hoi-do-cua-huynh-van-banh-phuong-12-phu-nhuan-44m2-5-tang-btct-nhinh-6-ty-r274127
BÁN NHÀ ĐỨC GIANG - THANG MÁY - 110M2 - 1O PHÒNG - CÔNG NĂNG ĐỈNH,110.0,,,31/07/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,11.5,https://batdongsan.vn/ban-nha-duc-giang-thang-may-110m2-1o-phong-cong-nang-dinh-r274126
CCMN - CẦU GIẤY - 51 PHÒNG - GIÁ 19 TỶ,130.0,,,31/07/2023,Hà Nội,Cầu Giấy,,,Bán Nhà riêng,19.0,https://batdongsan.vn/ccmn-cau-giay-51-phong-gia-19-ty-r274124
"Nhà HXH Lạc Long Quân, Tân Bình 25m2 giá 2,6 tỷ tl",25.0,1.0,1.0,31/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,2.6,https://batdongsan.vn/nha-hxh-lac-long-quan-tan-binh-25m2-gia-26-ty-tl-r274120
"Biệt thự Mini, Lạc Long Quân, P10, Tân Bình 55m2 4 tấm 4PN, có phòng gym, 5.5 tỷ 0977943598",55.0,,,31/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,5.5,https://batdongsan.vn/biet-thu-mini-lac-long-quan-p10-tan-binh-55m2-4-tam-4pn-co-phong-gym-55-ty-0977943598-r274119
SIÊU HIẾM LÔ GÓC 3 MẶT NGÕ CỰC THOÁNG MÁT- VIEW HỒ - Ở CỰC SƯỚNG - NGAY TT HÀ ĐỒNG,50.0,,,31/07/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,5.3,https://batdongsan.vn/sieu-hiem-lo-goc-3-mat-ngo-cuc-thoang-mat-view-ho-o-cuc-suong-ngay-tt-ha-dong-r274114
"Bán nhà mới Đường 48 ngay chợ Hiệp Bình, P. Hiệp Bình Chánh, Giá 8,3 Tỷ",77.5,4.0,5.0,31/07/2023,TP Hồ Chí Minh,Thủ Đức,,,Bán Nhà,8.3,https://batdongsan.vn/ban-nha-moi-duong-48-ngay-cho-hiep-binh-p-hiep-binh-chanh-gia-83-ty-r274110
"Bán nhà mặt phố Xã Đàn, Đống Đa 2 mặt phố, 3 tầng 22 m2 giá 7.6 tỷ",22.0,1.0,3.0,31/07/2023,Hà Nội,Đống Đa,,,Bán Nhà mặt phố,7.6,https://batdongsan.vn/ban-nha-mat-pho-xa-dan-dong-da-2-mat-pho-3-tang-22-m2-gia-76-ty-r274109
NHÀ MỚI HẺM XE HƠI QUANG TRUNG GÒ VẤP,58.0,4.0,6.0,31/07/2023,TP Hồ Chí Minh,Gò Vấp,Đông-Nam,Tây-Bắc,Bán Nhà mặt phố,5800000.0,https://batdongsan.vn/nha-moi-hem-xe-hoi-quang-trung-go-vap-r274105
"BÁN NHÀ 2 MẶT TIỀN ĐƯỜNG HẺM XE HƠI Mặt tiền đường Quang Trung, Phường 8, Quận Gò Vấp",112.0,3.0,4.0,31/07/2023,TP Hồ Chí Minh,Gò Vấp,Tây-Nam,Tây-Nam,Bán Nhà mặt phố,0.0625,https://batdongsan.vn/ban-nha-2-mat-tien-duong-hem-xe-hoi-mat-tien-duong-quang-trung-phuong-8-quan-go-vap-r274100
Nguyễn Văn Tùng,46.0,6.0,,31/07/2023,Hà Nội,Hai Bà Trưng,Đông-Nam,,Bán Nhà riêng,5.0,https://batdongsan.vn/nguyen-van-tung-r274093
"Bán nhà 1 trệt 1 lầu SHR thổ cư  66m2 (P. Tân Vạn) chỉ 1,8 tỉ",66.0,2.0,2.0,31/07/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,1.8,https://batdongsan.vn/ban-nha-1-tret-1-lau-shr-tho-cu-66m2-p-tan-van-chi-18-ti-r274092
"Bán nhà 1 Trệt 1 lầu 110m2 thổ cư đường ô tô (P.Hóa An) chỉ 3,1 tỉ",110.0,3.0,2.0,31/07/2023,Đồng Nai,Biên Hòa,,,Bán Nhà riêng,3.1,https://batdongsan.vn/ban-nha-1-tret-1-lau-110m2-tho-cu-duong-o-to-phoa-an-chi-31-ti-r274091
Chính chủ cần bán gấp căn nhà gần KDC AN SƯƠNG,35.0,2.0,1.0,30/07/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,1.95,https://batdongsan.vn/chinh-chu-can-ban-gap-can-nha-gan-kdc-an-suong-r274083
Chính chủ cần bán gấp căn nhà gần KDC AN SƯƠNG,35.0,2.0,1.0,30/07/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,1.95,https://batdongsan.vn/chinh-chu-can-ban-gap-can-nha-gan-kdc-an-suong-r274082
"Bán gấp nhà Trần Mai Ninh, P12, Tân Bình, 55m2 3 tầng BTCT 6.1 tỷ Tặng full NT 0977943598",55.0,,,30/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,6.1,https://batdongsan.vn/ban-gap-nha-tran-mai-ninh-p12-tan-binh-55m2-3-tang-btct-61-ty-tang-full-nt-0977943598-r274081
 ĐƯỜNG XE HƠI - NGUYỄN VĂN THƯƠNG (D1) BÌNH THẠNH – 62M2 – GIÁ: 10.9 TỶ ,62.0,6.0,4.0,30/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,,https://batdongsan.vn/duong-xe-hoi-nguyen-van-thuong-d1-binh-thanh-62m2-gia-109-ty-r274078
 ĐƯỜNG XE HƠI - NGUYỄN VĂN THƯƠNG (D1) BÌNH THẠNH – 62M2 – GIÁ: 10.9 TỶ ,62.0,6.0,4.0,30/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,,https://batdongsan.vn/duong-xe-hoi-nguyen-van-thuong-d1-binh-thanh-62m2-gia-109-ty-r274077
P15 - Tân Bình – HXH 7 chỗ - 1 căn ra mặt tiền – 45m2 – giá hơn 3 tỷ.,45.0,,,31/07/2023,TP Hồ Chí Minh,Tân Bình,,,Bán Nhà riêng,3.9,https://batdongsan.vn/p15-tan-binh-hxh-7-cho-1-can-ra-mat-tien-45m2-gia-hon-3-ty-r274076
GIA CHỦ CẦN BÁN CĂN NHÀ KIỆT 252 LÝ THÁI TỔ - PHƯỜNG AN HÒA - TP HUẾ,171.0,,,31/07/2023,Thừa Thiên Huế,Huế,Đông-Nam,,Bán Nhà riêng,,https://batdongsan.vn/gia-chu-can-ban-can-nha-kiet-252-ly-thai-to-phuong-an-hoa-tp-hue-r274067
Chính chủ bán gấp nhà Trần Khắc Chân,74.9,,,30/07/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà mặt phố,,https://batdongsan.vn/chinh-chu-ban-gap-nha-tran-khac-chan-r274065
"Nhà hẻm Chiến Lược Bình Tân, 4x12m , 1 trệt 2 lầu, sân thượng",48.0,3.0,3.0,30/07/2023,TP Hồ Chí Minh,Bình Tân,Nam,Nam,Bán Nhà riêng,4500000000.0,https://batdongsan.vn/nha-hem-chien-luoc-binh-tan-4x12m-1-tret-2-lau-san-thuong-r274063
"Nhà hẻm Chiến Lược Bình Tân, 4x12m , 1 trệt 2 lầu, sân thượng",48.0,3.0,3.0,30/07/2023,TP Hồ Chí Minh,Bình Tân,Nam,Nam,Bán Nhà riêng,4500000000.0,https://batdongsan.vn/nha-hem-chien-luoc-binh-tan-4x12m-1-tret-2-lau-san-thuong-r274062
"Toà nhà mặt phố Thanh Xuân, 101m x 8 tầng, mặt tiền 6m, nở hậu, thông sàn",101.0,,,30/07/2023,Hà Nội,Thanh Xuân,,,Bán Nhà mặt phố,25.0,https://batdongsan.vn/toa-nha-mat-pho-thanh-xuan-101m-x-8-tang-mat-tien-6m-no-hau-thong-san-r274060
NGANG 5M NHÀ MẶT TIỀN BÙI HỮU NGHĨA BÌNH THẠNH CHÍNH CHỦ CẦN BÁN GẤP GIÁ 4tỷ6.,75.0,,,30/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,4.6,https://batdongsan.vn/ngang-5m-nha-mat-tien-bui-huu-nghia-binh-thanh-chinh-chu-can-ban-gap-gia-4ty6-r274059
"Bán nhà phố Đặng Tiến Đông, ô tô đỗ cửa, thang máy, bể bơi, 8 tầng 49m2 giá 14 tỷ",49.0,5.0,7.0,30/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,14.0,https://batdongsan.vn/ban-nha-pho-dang-tien-dong-o-to-do-cua-thang-may-be-boi-8-tang-49m2-gia-14-ty-r274057
BÁN GẤP - BIỆT THỰ - BA ĐÌNH - LÔ GÓC - LH 0968553331,104.0,,,30/07/2023,Hà Nội,Ba Đình,,,Bán Luxury home,25.0,https://batdongsan.vn/ban-gap-biet-thu-ba-dinh-lo-goc-lh-0968553331-r274054
"Nhà Phú Nhuận, sát mặt tiền N.V.Trỗi, 4 tầng, ngang khủng 6.5m, giá 9 tỷ",84.0,6.0,6.0,29/07/2023,TP Hồ Chí Minh,Phú Nhuận,,,Bán Nhà riêng,9.0,https://batdongsan.vn/nha-phu-nhuan-sat-mat-tien-nvtroi-4-tang-ngang-khung-65m-gia-9-ty-r274051
Bán nhà mặt ngõ ô tô tránh có vỉa hè khu vực đẹp nhất đường Nguyễn Chí Thanh 36m2 giá 8.6 tỷ,36.0,,,29/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,8.6,https://batdongsan.vn/ban-nha-mat-ngo-o-to-tranh-co-via-he-khu-vuc-dep-nhat-duong-nguyen-chi-thanh-36m2-gia-86-ty-r274050
Bán nhà mặt ngõ ô tô tránh có vỉa hè khu vực đẹp nhất đường Nguyễn Chí Thanh 36m2 giá 8.6 tỷ,36.0,,,29/07/2023,Hà Nội,Đống Đa,,,Bán Nhà riêng,8.6,https://batdongsan.vn/ban-nha-mat-ngo-o-to-tranh-co-via-he-khu-vuc-dep-nhat-duong-nguyen-chi-thanh-36m2-gia-86-ty-r274049
HOÀNG HOA THÁM ( VĨNH PHÚC ) - BA ĐÌNH - 4.98 TỶ - 30M2 - 5 TẦNG - NHÀ ĐẸP NHƯ KHÁCH SẠN - CHỦ TẶNG FULL NỘI THẤT - TIỀN NÀO CỦA ẤY.,30.0,3.0,4.0,29/07/2023,Hà Nội,Ba Đình,,,Bán Nhà riêng,4.98,https://batdongsan.vn/hoang-hoa-tham-vinh-phuc-ba-dinh-498-ty-30m2-5-tang-nha-dep-nhu-khach-san-chu-tang-full-noi-that-tien-nao-cua-ay-r274048
BOM TẤN P22 BÌNH THẠNH - 3 TẦNG - SỔ HỒNG RIÊNG - CÁCH CẦU THỊ NGHÈ QUẬN 1 VÀI TRĂM MÉT - SÁT MẶT TIỀN - GIÁ 1.2 TỶ.,9.0,,,29/07/2023,TP Hồ Chí Minh,Bình Thạnh,,,Bán Nhà riêng,1.2,https://batdongsan.vn/bom-tan-p22-binh-thanh-3-tang-so-hong-rieng-cach-cau-thi-nghe-quan-1-vai-tram-met-sat-mat-tien-gia-12-ty-r274047
BÁN NHÀ GIA QUẤT - SIÊU HIẾM - GIÁ CỰC TỐT - KHÔNG CÓ NHÀ THỨ 2,45.0,,,29/07/2023,Hà Nội,Long Biên,,,Bán Nhà riêng,3.1,https://batdongsan.vn/ban-nha-gia-quat-sieu-hiem-gia-cuc-tot-khong-co-nha-thu-2-r274046
"BÁN GẤP MẶT TIỀN HOÀNG NGÂN, P16, Q8, 471M2, HĐT 300tr CHỈ 65TỶ",471.0,,,29/07/2023,TP Hồ Chí Minh,Quận 8,,,Bán Nhà mặt phố,65.0,https://batdongsan.vn/ban-gap-mat-tien-hoang-ngan-p16-q8-471m2-hdt-300tr-chi-65ty-r274045
Chính chủ cần bán,85.6,,,29/07/2023,TP Hồ Chí Minh,Quận 12,,,Bán Nhà riêng,5.4,https://batdongsan.vn/chinh-chu-can-ban-r274044
DV VẠN PHÚC - PHÂN LÔ - Ô TÔ TRÁNH - VỈA HÈ - KINH DOANH - 50M 6 TẦNG MẶT TIỀN RỘNG.,50.0,4.0,4.0,30/07/2023,Hà Nội,Hà Đông,,,Bán Nhà riêng,10.5,https://batdongsan.vn/dv-van-phuc-phan-lo-o-to-tranh-via-he-kinh-doanh-50m-6-tang-mat-tien-rong-r274042
